employer,job_title,job_year_begin,job_year_end,reason_end,full_name,birthdate,deathdate,birthplace,birthyear,deathyear,nth_job,bachelors_year,masters_year,phd_year,bachelors_age,masters_age,phd_age
Hunter College,Professor,1956,1959,Retired,Marguerite Daisy Darkow,"November 12, 1893","December 9, 1992","Philadelphia, United States",1893,1992.0,10,1915.0,1923.0,1924.0,22.0,30.0,31.0
High Schools in Georgia,Teacher,,,Joined Georgia State College for Women,Sara Louise Nelson,"January 17, 1903","March 6, 1995","Oglethorpe, Georgia",1903,1995.0,1,1926.0,1930.0,1939.0,23.0,27.0,36.0
Georgia State College for Women,Instructor,1930,1932,Promoted to Assistant Professor,Sara Louise Nelson,"January 17, 1903","March 6, 1995","Oglethorpe, Georgia",1903,1995.0,2,1926.0,1930.0,1939.0,23.0,27.0,36.0
Georgia State College for Women,Assistant Professor,1932,1939,Promoted to Associate Professor,Sara Louise Nelson,"January 17, 1903","March 6, 1995","Oglethorpe, Georgia",1903,1995.0,3,1926.0,1930.0,1939.0,23.0,27.0,36.0
Georgia State College for Women,Associate Professor,1939,1942,Promoted to Full Professor and Department Chair,Sara Louise Nelson,"January 17, 1903","March 6, 1995","Oglethorpe, Georgia",1903,1995.0,4,1926.0,1930.0,1939.0,23.0,27.0,36.0
Georgia State College for Women,Full Professor and Department Chair,1942,1968,Retirement,Sara Louise Nelson,"January 17, 1903","March 6, 1995","Oglethorpe, Georgia",1903,1995.0,5,1926.0,1930.0,1939.0,23.0,27.0,36.0
"Bridgeton, New Jersey Public School",Teacher,1898,1901,,Flora Elizabeth LeStourgeon,"June 1, 1880","February 6, 1971","Farmville, Virginia",1880,1971.0,1,1909.0,1913.0,1917.0,29.0,33.0,37.0
"Waynesboro, Virginia Public School",Teacher,1901,,,Flora Elizabeth LeStourgeon,"June 1, 1880","February 6, 1971","Farmville, Virginia",1880,1971.0,2,1909.0,1913.0,1917.0,29.0,33.0,37.0
"St. Katharine’s School, Bolivar, Tennessee",Teacher,1906,,,Flora Elizabeth LeStourgeon,"June 1, 1880","February 6, 1971","Farmville, Virginia",1880,1971.0,3,1909.0,1913.0,1917.0,29.0,33.0,37.0
"St. Mary’s College, Dallas, Texas",Professor of Mathematics,1910,1912,,Flora Elizabeth LeStourgeon,"June 1, 1880","February 6, 1971","Farmville, Virginia",1880,1971.0,4,1909.0,1913.0,1917.0,29.0,33.0,37.0
"Beaver College, Pennsylvania",Mathematics Teacher,1913,1915,,Flora Elizabeth LeStourgeon,"June 1, 1880","February 6, 1971","Farmville, Virginia",1880,1971.0,5,1909.0,1913.0,1917.0,29.0,33.0,37.0
"Liggett School for Girls, Detroit",Teacher,1917,,,Flora Elizabeth LeStourgeon,"June 1, 1880","February 6, 1971","Farmville, Virginia",1880,1971.0,6,1909.0,1913.0,1917.0,29.0,33.0,37.0
Mount Holyoke College,Instructor,1918,1919,,Flora Elizabeth LeStourgeon,"June 1, 1880","February 6, 1971","Farmville, Virginia",1880,1971.0,7,1909.0,1913.0,1917.0,29.0,33.0,37.0
Carleton College,Assistant Professor,1919,1920,,Flora Elizabeth LeStourgeon,"June 1, 1880","February 6, 1971","Farmville, Virginia",1880,1971.0,8,1909.0,1913.0,1917.0,29.0,33.0,37.0
University of Kentucky,Assistant Professor,1920,1926,Promotion,Flora Elizabeth LeStourgeon,"June 1, 1880","February 6, 1971","Farmville, Virginia",1880,1971.0,9,1909.0,1913.0,1917.0,29.0,33.0,37.0
University of Kentucky,Associate Professor,1926,1946,Retirement,Flora Elizabeth LeStourgeon,"June 1, 1880","February 6, 1971","Farmville, Virginia",1880,1971.0,10,1909.0,1913.0,1917.0,29.0,33.0,37.0
High School,Teacher,1929,1930,Returned to Duke for graduate work,Mabel Jeanette Griffin Reavis,"August 28, 1907","November 19, 1999","Durham, North Carolina",1907,1999.0,1,1928.0,1930.0,1933.0,21.0,23.0,26.0
High School,Teacher,1932,1933,Received PhD,Mabel Jeanette Griffin Reavis,"August 28, 1907","November 19, 1999","Durham, North Carolina",1907,1999.0,2,1928.0,1930.0,1933.0,21.0,23.0,26.0
Campbell Junior College,Professor,1934,1936,Marriage,Mabel Jeanette Griffin Reavis,"August 28, 1907","November 19, 1999","Durham, North Carolina",1907,1999.0,3,1928.0,1930.0,1933.0,21.0,23.0,26.0
Mary Hardin–Baylor College,Assistant Professor,1936,1940,Relocation,Mabel Jeanette Griffin Reavis,"August 28, 1907","November 19, 1999","Durham, North Carolina",1907,1999.0,4,1928.0,1930.0,1933.0,21.0,23.0,26.0
High Point College,Professor and Head of Mathematics Department,1950,1953,Relocation,Mabel Jeanette Griffin Reavis,"August 28, 1907","November 19, 1999","Durham, North Carolina",1907,1999.0,5,1928.0,1930.0,1933.0,21.0,23.0,26.0
Texas Christian University,Assistant Professor,1955,1958,Promotion,Mabel Jeanette Griffin Reavis,"August 28, 1907","November 19, 1999","Durham, North Carolina",1907,1999.0,6,1928.0,1930.0,1933.0,21.0,23.0,26.0
Texas Christian University,Associate Professor,1958,1973,Retirement,Mabel Jeanette Griffin Reavis,"August 28, 1907","November 19, 1999","Durham, North Carolina",1907,1999.0,7,1928.0,1930.0,1933.0,21.0,23.0,26.0
Fairmont Seminary,Head of the Mathematics Department,1911,1915,Returned to Cornell with a graduate scholarship,Anna Mayme Howe,"October 24, 1883","August 8, 1976","Jordan, New York",1883,1976.0,1,1908.0,1911.0,1917.0,25.0,28.0,34.0
W. R. Grace and Company,Overseer of technical shipments,1918,1919,Became a teacher at Dana Hall,Anna Mayme Howe,"October 24, 1883","August 8, 1976","Jordan, New York",1883,1976.0,2,1908.0,1911.0,1917.0,25.0,28.0,34.0
Dana Hall,Teacher of Mathematics,1919,1920,Accepted a position at H. Sophie Newcomb College,Anna Mayme Howe,"October 24, 1883","August 8, 1976","Jordan, New York",1883,1976.0,3,1908.0,1911.0,1917.0,25.0,28.0,34.0
"H. Sophie Newcomb College, Tulane University",Instructor and Assistant Professor,1920,1930,Resigned due to dissatisfaction with lack of promotion,Anna Mayme Howe,"October 24, 1883","August 8, 1976","Jordan, New York",1883,1976.0,4,1908.0,1911.0,1917.0,25.0,28.0,34.0
Cazenovia Central School,Head of the Department,1930,1948,Transitioned to Cazenovia Junior College,Anna Mayme Howe,"October 24, 1883","August 8, 1976","Jordan, New York",1883,1976.0,5,1908.0,1911.0,1917.0,25.0,28.0,34.0
Cazenovia Junior College,Professor and Head of the Department,1948,1957,Retired,Anna Mayme Howe,"October 24, 1883","August 8, 1976","Jordan, New York",1883,1976.0,6,1908.0,1911.0,1917.0,25.0,28.0,34.0
"Grade School, Dublin, Georgia",Teacher,1908,1909,,Ruby Usher Hightower,"June 17, 1880","May 5, 1959","near Covington, Georgia",1880,1959.0,1,1896.0,1919.0,1927.0,16.0,39.0,47.0
"High School, Dublin, Georgia",Teacher,,,,Ruby Usher Hightower,"June 17, 1880","May 5, 1959","near Covington, Georgia",1880,1959.0,2,1896.0,1919.0,1927.0,16.0,39.0,47.0
"Central College, Conway, Arkansas",Teacher,,,College closed,Ruby Usher Hightower,"June 17, 1880","May 5, 1959","near Covington, Georgia",1880,1959.0,3,1896.0,1919.0,1927.0,16.0,39.0,47.0
Alabama Normal College,Teacher,,,,Ruby Usher Hightower,"June 17, 1880","May 5, 1959","near Covington, Georgia",1880,1959.0,4,1896.0,1919.0,1927.0,16.0,39.0,47.0
"Cox College, College Park, Georgia",Teacher,1915,1916,College closed,Ruby Usher Hightower,"June 17, 1880","May 5, 1959","near Covington, Georgia",1880,1959.0,5,1896.0,1919.0,1927.0,16.0,39.0,47.0
"Anderson College, South Carolina",Teacher,1916,1917,,Ruby Usher Hightower,"June 17, 1880","May 5, 1959","near Covington, Georgia",1880,1959.0,6,1896.0,1919.0,1927.0,16.0,39.0,47.0
"Southwest Baptist College and Hardin College, Missouri",Teacher,,,,Ruby Usher Hightower,"June 17, 1880","May 5, 1959","near Covington, Georgia",1880,1959.0,7,1896.0,1919.0,1927.0,16.0,39.0,47.0
Shorter College,Head of Mathematics Department,1919,1947,Retirement,Ruby Usher Hightower,"June 17, 1880","May 5, 1959","near Covington, Georgia",1880,1959.0,8,1896.0,1919.0,1927.0,16.0,39.0,47.0
Shorter College,Part-time Teacher,1949,1957,,Ruby Usher Hightower,"June 17, 1880","May 5, 1959","near Covington, Georgia",1880,1959.0,9,1896.0,1919.0,1927.0,16.0,39.0,47.0
Bangor High School,Mathematics Teacher,1905,1910,Left for further education,Lennie Phoebe Copeland,"March 30, 1881","January 11, 1951","Brewer, Maine",1881,1951.0,1,1904.0,1911.0,1913.0,23.0,30.0,32.0
Wellesley College,Instructor,1913,1920,Promotion,Lennie Phoebe Copeland,"March 30, 1881","January 11, 1951","Brewer, Maine",1881,1951.0,2,1904.0,1911.0,1913.0,23.0,30.0,32.0
Wellesley College,Assistant Professor,1920,1928,Promotion,Lennie Phoebe Copeland,"March 30, 1881","January 11, 1951","Brewer, Maine",1881,1951.0,3,1904.0,1911.0,1913.0,23.0,30.0,32.0
Wellesley College,Associate Professor,1928,1937,Promotion,Lennie Phoebe Copeland,"March 30, 1881","January 11, 1951","Brewer, Maine",1881,1951.0,4,1904.0,1911.0,1913.0,23.0,30.0,32.0
Wellesley College,Professor,1937,1946,Retirement,Lennie Phoebe Copeland,"March 30, 1881","January 11, 1951","Brewer, Maine",1881,1951.0,5,1904.0,1911.0,1913.0,23.0,30.0,32.0
Los Angeles State Normal School,Mathematics Teacher and Chairman of the Department,1911,1920,Became Assistant Professor,Myrtie Collier,"September 14, 1877","June 25, 1974","Carthage, Missouri",1877,1974.0,1,1911.0,,1930.0,34.0,,53.0
"Southern Branch, University of California",Assistant Professor,1920,1928,Pursued further graduate study,Myrtie Collier,"September 14, 1877","June 25, 1974","Carthage, Missouri",1877,1974.0,2,1911.0,,1930.0,34.0,,53.0
Immaculate Heart College,Department Chairman,1930,1947,Retirement,Myrtie Collier,"September 14, 1877","June 25, 1974","Carthage, Missouri",1877,1974.0,3,1911.0,,1930.0,34.0,,53.0
Hunter College,Instructor,1922,1923,Continued graduate studies,Laura Guggenbuhl,"November 18, 1901","March 8, 1985","New York City, New York, USA",1901,1985.0,1,1922.0,1924.0,1927.0,21.0,23.0,26.0
Hunter College,Instructor,1926,1932,Promotion,Laura Guggenbuhl,"November 18, 1901","March 8, 1985","New York City, New York, USA",1901,1985.0,2,1922.0,1924.0,1927.0,21.0,23.0,26.0
Hunter College,Assistant Professor,1932,1959,Promotion,Laura Guggenbuhl,"November 18, 1901","March 8, 1985","New York City, New York, USA",1901,1985.0,3,1922.0,1924.0,1927.0,21.0,23.0,26.0
Hunter College,Associate Professor,1959,1972,Retirement,Laura Guggenbuhl,"November 18, 1901","March 8, 1985","New York City, New York, USA",1901,1985.0,4,1922.0,1924.0,1927.0,21.0,23.0,26.0
"Institute of Personality Assessment and Research, University of California, Berkeley",Consultant,Mid-1960s,,,Laura Guggenbuhl,"November 18, 1901","March 8, 1985","New York City, New York, USA",1901,1985.0,5,1922.0,1924.0,1927.0,21.0,23.0,26.0
St. Johnsbury Academy,Mathematics Teacher,,,,Marian Marsh Torrey,"December 9, 1893","September 16, 1971","Malden, Massachusetts",1893,1971.0,1,1916.0,1917.0,1924.0,23.0,24.0,31.0
Phebe Anna Thorne Model School at Bryn Mawr,Teacher,,,,Marian Marsh Torrey,"December 9, 1893","September 16, 1971","Malden, Massachusetts",1893,1971.0,2,1916.0,1917.0,1924.0,23.0,24.0,31.0
West Virginia University,Instructor,1920,1923,,Marian Marsh Torrey,"December 9, 1893","September 16, 1971","Malden, Massachusetts",1893,1971.0,3,1916.0,1917.0,1924.0,23.0,24.0,31.0
University of Illinois,Instructor,1924,1925,,Marian Marsh Torrey,"December 9, 1893","September 16, 1971","Malden, Massachusetts",1893,1971.0,4,1916.0,1917.0,1924.0,23.0,24.0,31.0
Goucher College,Instructor,1925,1927,Promotion,Marian Marsh Torrey,"December 9, 1893","September 16, 1971","Malden, Massachusetts",1893,1971.0,5,1916.0,1917.0,1924.0,23.0,24.0,31.0
Goucher College,Assistant Professor,1927,1932,Promotion,Marian Marsh Torrey,"December 9, 1893","September 16, 1971","Malden, Massachusetts",1893,1971.0,6,1916.0,1917.0,1924.0,23.0,24.0,31.0
Goucher College,Associate Professor,1932,1942,Promotion,Marian Marsh Torrey,"December 9, 1893","September 16, 1971","Malden, Massachusetts",1893,1971.0,7,1916.0,1917.0,1924.0,23.0,24.0,31.0
Goucher College,Professor,1942,1959,Retirement,Marian Marsh Torrey,"December 9, 1893","September 16, 1971","Malden, Massachusetts",1893,1971.0,8,1916.0,1917.0,1924.0,23.0,24.0,31.0
College Entrance Examination Board,Director of clerical work and statistical study,1927,1927,Returned to Wells College as instructor,Ethel Isabel Moody,"February 9, 1905","April 11, 1941","Rushville, New York",1905,1941.0,1,1926.0,1927.0,1930.0,21.0,22.0,25.0
Wells College,Instructor,1927,1928,Returned to Cornell to complete doctoral work,Ethel Isabel Moody,"February 9, 1905","April 11, 1941","Rushville, New York",1905,1941.0,2,1926.0,1927.0,1930.0,21.0,22.0,25.0
Sweet Briar College,Instructor,1930,1933,Moved to Pennsylvania State College,Ethel Isabel Moody,"February 9, 1905","April 11, 1941","Rushville, New York",1905,1941.0,3,1926.0,1927.0,1930.0,21.0,22.0,25.0
Pennsylvania State College,Instructor,1933,1941,Death,Ethel Isabel Moody,"February 9, 1905","April 11, 1941","Rushville, New York",1905,1941.0,4,1926.0,1927.0,1930.0,21.0,22.0,25.0
University of Illinois,Instructor,1913,1915,,Josephine Elizabeth Burns Glasgow,"July 22, 1887","January 22, 1969","Greenville, Illinois",1887,1969.0,1,1909.0,1911.0,1913.0,22.0,24.0,26.0
University of Illinois,Instructor,1918,1920,,Josephine Elizabeth Burns Glasgow,"July 22, 1887","January 22, 1969","Greenville, Illinois",1887,1969.0,2,1909.0,1911.0,1913.0,22.0,24.0,26.0
University of Illinois,Instructor,1924,1925,,Josephine Elizabeth Burns Glasgow,"July 22, 1887","January 22, 1969","Greenville, Illinois",1887,1969.0,3,1909.0,1911.0,1913.0,22.0,24.0,26.0
University of Illinois,Instructor,1925,1926,,Josephine Elizabeth Burns Glasgow,"July 22, 1887","January 22, 1969","Greenville, Illinois",1887,1969.0,4,1909.0,1911.0,1913.0,22.0,24.0,26.0
Sigma Delta Epsilon,National Secretary,1928,1928,,Josephine Elizabeth Burns Glasgow,"July 22, 1887","January 22, 1969","Greenville, Illinois",1887,1969.0,5,1909.0,1911.0,1913.0,22.0,24.0,26.0
Public School,Teacher,1910,1910,,Jessie Marie Offermann (Jacobs),"October 1, 1890","July 7, 1954","Wilmington, Delaware",1890,1954.0,1,1914.0,1916.0,1919.0,24.0,26.0,29.0
High School in Kansas,Teacher,1911,1912,,Jessie Marie Offermann (Jacobs),"October 1, 1890","July 7, 1954","Wilmington, Delaware",1890,1954.0,2,1914.0,1916.0,1919.0,24.0,26.0,29.0
Rockford College,Associate Professor of Mathematics and Physics,1919,1920,,Jessie Marie Offermann (Jacobs),"October 1, 1890","July 7, 1954","Wilmington, Delaware",1890,1954.0,3,1914.0,1916.0,1919.0,24.0,26.0,29.0
University of Texas,Instructor in Pure Mathematics,1920,1924,Terminated due to motherhood responsibilities,Jessie Marie Offermann (Jacobs),"October 1, 1890","July 7, 1954","Wilmington, Delaware",1890,1954.0,4,1914.0,1916.0,1919.0,24.0,26.0,29.0
Works Progress Administration,Supervisor,1935,1938,,Jessie Marie Offermann (Jacobs),"October 1, 1890","July 7, 1954","Wilmington, Delaware",1890,1954.0,5,1914.0,1916.0,1919.0,24.0,26.0,29.0
Iowa State College of Agriculture and Mechanic Arts,Instructor,1900,1906,Promotion,Julia Trueman Colpitts,"February 22, 1875","August 8, 1936","Pointe de Bute, New Brunswick, Canada",1875,1936.0,1,1899.0,1900.0,1924.0,24.0,25.0,49.0
Iowa State College of Agriculture and Mechanic Arts,Assistant Professor,1906,1913,Promotion,Julia Trueman Colpitts,"February 22, 1875","August 8, 1936","Pointe de Bute, New Brunswick, Canada",1875,1936.0,2,1899.0,1900.0,1924.0,24.0,25.0,49.0
Iowa State College of Agriculture and Mechanic Arts,Associate Professor,1913,1936,Death,Julia Trueman Colpitts,"February 22, 1875","August 8, 1936","Pointe de Bute, New Brunswick, Canada",1875,1936.0,3,1899.0,1900.0,1924.0,24.0,25.0,49.0
"High School in Gayville, South Dakota",Teacher,1920,1921,Began master's work at University of Chicago,Mae Ruth Anderson,"May 31, 1899","March 28, 1948","near Westby, Wisconsin",1899,1948.0,1,1920.0,1923.0,1936.0,21.0,24.0,37.0
"Waldorf Junior College and Academy, Forest City, Iowa",Teacher,1923,1928,Joined faculty at Concordia College,Mae Ruth Anderson,"May 31, 1899","March 28, 1948","near Westby, Wisconsin",1899,1948.0,2,1920.0,1923.0,1936.0,21.0,24.0,37.0
Concordia College,Instructor,1928,1929,Promoted to assistant professor,Mae Ruth Anderson,"May 31, 1899","March 28, 1948","near Westby, Wisconsin",1899,1948.0,3,1920.0,1923.0,1936.0,21.0,24.0,37.0
Concordia College,Assistant Professor,1929,1937,Promoted to full professor and head of the mathematics department,Mae Ruth Anderson,"May 31, 1899","March 28, 1948","near Westby, Wisconsin",1899,1948.0,4,1920.0,1923.0,1936.0,21.0,24.0,37.0
Concordia College,Full Professor and Head of Mathematics Department,1937,1948,Death,Mae Ruth Anderson,"May 31, 1899","March 28, 1948","near Westby, Wisconsin",1899,1948.0,5,1920.0,1923.0,1936.0,21.0,24.0,37.0
University of Wisconsin's Extension Division,Instructor,1935,1938,Promotion,Louise Adelaide Wolf,"October 20, 1898","November 14, 1962","Milwaukee, Wisconsin",1898,1962.0,1,1931.0,1933.0,1935.0,33.0,35.0,37.0
University of Wisconsin's Extension Division,Assistant Professor,1938,1951,Promotion,Louise Adelaide Wolf,"October 20, 1898","November 14, 1962","Milwaukee, Wisconsin",1898,1962.0,2,1931.0,1933.0,1935.0,33.0,35.0,37.0
University of Wisconsin's Extension Division,Associate Professor,1951,1962,Retirement,Louise Adelaide Wolf,"October 20, 1898","November 14, 1962","Milwaukee, Wisconsin",1898,1962.0,3,1931.0,1933.0,1935.0,33.0,35.0,37.0
American Telephone and Telegraph Company,Engineering Assistant,1922,1924,Pursued MA degree,Frances Thorndike Cope,"August 19, 1902","May 14, 1982","New York City, New York, USA",1902,1982.0,1,1922.0,1925.0,1932.0,20.0,23.0,30.0
American Telephone and Telegraph Company,Engineering Assistant,1925,1927,Transitioned to academia,Frances Thorndike Cope,"August 19, 1902","May 14, 1982","New York City, New York, USA",1902,1982.0,2,1922.0,1925.0,1932.0,20.0,23.0,30.0
Vassar College,Instructor of Physics,1927,1928,Studied at Radcliffe College,Frances Thorndike Cope,"August 19, 1902","May 14, 1982","New York City, New York, USA",1902,1982.0,3,1922.0,1925.0,1932.0,20.0,23.0,30.0
Vassar College,Instructor of Mathematics,1935,1936,Family moved to New York,Frances Thorndike Cope,"August 19, 1902","May 14, 1982","New York City, New York, USA",1902,1982.0,4,1922.0,1925.0,1932.0,20.0,23.0,30.0
Queens College,Instructor,1941,1941,Transitioned to Adelphi College,Frances Thorndike Cope,"August 19, 1902","May 14, 1982","New York City, New York, USA",1902,1982.0,5,1922.0,1925.0,1932.0,20.0,23.0,30.0
Adelphi College,Instructor,1941,1943,Unknown,Frances Thorndike Cope,"August 19, 1902","May 14, 1982","New York City, New York, USA",1902,1982.0,6,1922.0,1925.0,1932.0,20.0,23.0,30.0
Centennial High School,Teacher,1909,1916,Left for graduate studies,Emma Kirtland McDonald,"August 3, 1886","July 7, 1948","Brooklyn, New York",1886,1948.0,1,1909.0,1916.0,1932.0,23.0,30.0,46.0
University of Redlands,Professor of Mathematics,1918,1923,Joined Mills College,Emma Kirtland McDonald,"August 3, 1886","July 7, 1948","Brooklyn, New York",1886,1948.0,2,1909.0,1916.0,1932.0,23.0,30.0,46.0
Mills College,Associate Professor,1923,1925,Resigned,Emma Kirtland McDonald,"August 3, 1886","July 7, 1948","Brooklyn, New York",1886,1948.0,3,1909.0,1916.0,1932.0,23.0,30.0,46.0
Real Estate Broker,Real Estate Broker,,,,Emma Kirtland McDonald,"August 3, 1886","July 7, 1948","Brooklyn, New York",1886,1948.0,4,1909.0,1916.0,1932.0,23.0,30.0,46.0
"Johns Hopkins University, School of Hygiene and Public Health",Associate in Department of Biometry and Vital Statistics,1922,1923,Replacement for an associate on leave,Flora Dobler Sutton,"June 7, 1890","June 23, 1976","Baltimore, Maryland",1890,1976.0,1,1912.0,,1921.0,22.0,,31.0
High School,Substitute Teacher,1930,,,Flora Dobler Sutton,"June 7, 1890","June 23, 1976","Baltimore, Maryland",1890,1976.0,2,1912.0,,1921.0,22.0,,31.0
"Mackubin, Legg & Co. (now Legg Mason, Inc.)",Statistician,,,Retirement,Flora Dobler Sutton,"June 7, 1890","June 23, 1976","Baltimore, Maryland",1890,1976.0,3,1912.0,,1921.0,22.0,,31.0
Hunter College,Tutor,1929,1931,Continued as Instructor,Helen Mary Infeld,"July 20, 1907","July 6, 1993","The Bronx, New York City",1907,1993.0,1,1928.0,1929.0,1933.0,21.0,22.0,26.0
Hunter College,Instructor,1931,1941,Marriage and relocation,Helen Mary Infeld,"July 20, 1907","July 6, 1993","The Bronx, New York City",1907,1993.0,2,1928.0,1929.0,1933.0,21.0,22.0,26.0
"University of Toronto, Ajax Division",Assistant and Reader,1946,1946,Promotion,Helen Mary Infeld,"July 20, 1907","July 6, 1993","The Bronx, New York City",1907,1993.0,3,1928.0,1929.0,1933.0,21.0,22.0,26.0
"University of Toronto, Ajax Division",Assistant,1946,1947,Promotion,Helen Mary Infeld,"July 20, 1907","July 6, 1993","The Bronx, New York City",1907,1993.0,4,1928.0,1929.0,1933.0,21.0,22.0,26.0
"University of Toronto, Ajax Division",Instructor,1947,1949,Campus closure,Helen Mary Infeld,"July 20, 1907","July 6, 1993","The Bronx, New York City",1907,1993.0,5,1928.0,1929.0,1933.0,21.0,22.0,26.0
Poland (A Monthly),Editor,1968,1982,Retirement,Helen Mary Infeld,"July 20, 1907","July 6, 1993","The Bronx, New York City",1907,1993.0,6,1928.0,1929.0,1933.0,21.0,22.0,26.0
University of Washington,Teaching Fellow,1920,1922,Completed fellowship,Echo Delores Pepper,"June 3, 1897","January 5, 1979","Spokane, Washington, USA",1897,1979.0,1,1920.0,1922.0,1925.0,23.0,25.0,28.0
University of Washington,Associate,1922,1923,End of temporary replacement,Echo Delores Pepper,"June 3, 1897","January 5, 1979","Spokane, Washington, USA",1897,1979.0,2,1920.0,1922.0,1925.0,23.0,25.0,28.0
University of Chicago,Fellow,1923,1925,Completed fellowship,Echo Delores Pepper,"June 3, 1897","January 5, 1979","Spokane, Washington, USA",1897,1979.0,3,1920.0,1922.0,1925.0,23.0,25.0,28.0
Bryn Mawr College,Instructor,1926,1928,Moved to University of Illinois,Echo Delores Pepper,"June 3, 1897","January 5, 1979","Spokane, Washington, USA",1897,1979.0,4,1920.0,1922.0,1925.0,23.0,25.0,28.0
University of Illinois,Instructor,1928,1929,Promotion to Associate,Echo Delores Pepper,"June 3, 1897","January 5, 1979","Spokane, Washington, USA",1897,1979.0,5,1920.0,1922.0,1925.0,23.0,25.0,28.0
University of Illinois,Associate,1929,1945,Leave of absence,Echo Delores Pepper,"June 3, 1897","January 5, 1979","Spokane, Washington, USA",1897,1979.0,6,1920.0,1922.0,1925.0,23.0,25.0,28.0
Seattle College,Assistant Professor,1945,1946,Returned to University of Illinois,Echo Delores Pepper,"June 3, 1897","January 5, 1979","Spokane, Washington, USA",1897,1979.0,7,1920.0,1922.0,1925.0,23.0,25.0,28.0
University of Illinois,Assistant Professor,1946,1960,Promotion to Associate Professor,Echo Delores Pepper,"June 3, 1897","January 5, 1979","Spokane, Washington, USA",1897,1979.0,8,1920.0,1922.0,1925.0,23.0,25.0,28.0
University of Illinois,Associate Professor,1960,1965,Retirement due to age,Echo Delores Pepper,"June 3, 1897","January 5, 1979","Spokane, Washington, USA",1897,1979.0,9,1920.0,1922.0,1925.0,23.0,25.0,28.0
"Notre Dame University, Nelson, British Columbia",Associate Professor and Department Head,1965,1970,Contract not renewed,Echo Delores Pepper,"June 3, 1897","January 5, 1979","Spokane, Washington, USA",1897,1979.0,10,1920.0,1922.0,1925.0,23.0,25.0,28.0
Springfield Collegiate Institute,"Teacher of Mathematics, Physics, and Chemistry",1886,1889,Left to focus on further studies,Leona May Peirce,"August 4, 1863","September 27, 1954","Norway, Maine",1863,1954.0,1,1886.0,1893.0,1899.0,23.0,30.0,36.0
Mount Hermon School,Teacher of Mathematics,1890,1891,Returned to studies,Leona May Peirce,"August 4, 1863","September 27, 1954","Norway, Maine",1863,1954.0,2,1886.0,1893.0,1899.0,23.0,30.0,36.0
L. M. Pierce Co.,Manager and Treasurer,1908,,Retired,Leona May Peirce,"August 4, 1863","September 27, 1954","Norway, Maine",1863,1954.0,3,1886.0,1893.0,1899.0,23.0,30.0,36.0
Barrington School for Girls,Teacher of Mathematics and Physics,1928,1932,Left for another teaching position,Leona May Peirce,"August 4, 1863","September 27, 1954","Norway, Maine",1863,1954.0,4,1886.0,1893.0,1899.0,23.0,30.0,36.0
Leominster High School,Teacher of Mathematics and English,1932,1934,Retired,Leona May Peirce,"August 4, 1863","September 27, 1954","Norway, Maine",1863,1954.0,5,1886.0,1893.0,1899.0,23.0,30.0,36.0
University of Pittsburgh,Graduate Teaching Assistant,1926,1930,Completed master's degree,Mary Margaret Taylor Speer,"March 27, 1906","November 23, 1966","Midway, Pennsylvania",1906,1966.0,1,1926.0,1928.0,1935.0,20.0,22.0,29.0
University of Pittsburgh at Johnstown,Instructor of Mathematics,1930,1934,Returned to Pittsburgh campus to complete PhD,Mary Margaret Taylor Speer,"March 27, 1906","November 23, 1966","Midway, Pennsylvania",1906,1966.0,2,1926.0,1928.0,1935.0,20.0,22.0,29.0
University of Pittsburgh,Graduate Assistant,1934,1935,Completed PhD,Mary Margaret Taylor Speer,"March 27, 1906","November 23, 1966","Midway, Pennsylvania",1906,1966.0,3,1926.0,1928.0,1935.0,20.0,22.0,29.0
University of Pittsburgh,Instructor in Mathematics,1937,1943,Left due to lack of promotion opportunities,Mary Margaret Taylor Speer,"March 27, 1906","November 23, 1966","Midway, Pennsylvania",1906,1966.0,4,1926.0,1928.0,1935.0,20.0,22.0,29.0
University of Nebraska,Instructor,1910,1916,Moved to Michigan Agricultural College,Elizabeth Ruth Grennan (Bennett),"October 9, 1880","October 15, 1972","Shawnee, Monroe County, Pennsylvania",1880,1972.0,1,1903.0,1908.0,1910.0,23.0,28.0,30.0
University of Illinois,Instructor of Mathematics,1918,1920,Moved to Camp Grant,Elizabeth Ruth Grennan (Bennett),"October 9, 1880","October 15, 1972","Shawnee, Monroe County, Pennsylvania",1880,1972.0,2,1903.0,1908.0,1910.0,23.0,28.0,30.0
Athens Female College,Head of the Mathematics Department,1904,1907,Promotion,Rosa Lea Jackson,"May 7, 1883","January 15, 1967","Ripley, Tennessee",1883,1967.0,1,1904.0,1922.0,1928.0,21.0,39.0,45.0
Athens Female College,Dean and Professor of Mathematics,1907,1910,Left for further studies,Rosa Lea Jackson,"May 7, 1883","January 15, 1967","Ripley, Tennessee",1883,1967.0,2,1904.0,1922.0,1928.0,21.0,39.0,45.0
Central College for Women,Dean and History Teacher,1911,1912,Moved to teach at Ripley High School,Rosa Lea Jackson,"May 7, 1883","January 15, 1967","Ripley, Tennessee",1883,1967.0,3,1904.0,1922.0,1928.0,21.0,39.0,45.0
Ripley High School,Teacher,1912,1914,Moved to Randolph-Macon Woman’s College,Rosa Lea Jackson,"May 7, 1883","January 15, 1967","Ripley, Tennessee",1883,1967.0,4,1904.0,1922.0,1928.0,21.0,39.0,45.0
